stock,QUAL,MTUM,VLUE,IWM,IVW,IYW,IYC,IVV
LIVN,0,0,0,0.14253,0,0,0,0
DHC,0,0,0,0.02813,0,0,0,0
INSW,0,0,0,0.02893,0,0,0,0
KREF,0,0,0,0.02751,0,0,0,0
SPNT,0,0,0,0.0285,0,0,0,0
TRTX,0,0,0,0.02817,0,0,0,0
RVLV,0,0,0,0.07498,0,0,0,0
HSC,0,0,0,0.04742,0,0,0,0
VTOL,0,0,0,0.02776,0,0,0,0
VNDA,0,0,0,0.02734,0,0,0,0
HONE,0,0,0,0.02852,0,0,0,0
CPRX,0,0,0,0.02773,0,0,0,0
TMST,0,0,0,0.02773,0,0,0,0
ANDE,0,0,0,0.04681,0,0,0,0
CMRE,0,0,0,0.02805,0,0,0,0
NP,0,0,0,0.0273,0,0,0,0
HLI,0,0,0,0.20948,0,0,0,0
CAC,0,0,0,0.02733,0,0,0,0
FFIC,0,0,0,0.02767,0,0,0,0
VRS,0,0,0,0.02671,0,0,0,0
ENDP,0,0,0,0.02774,0,0,0,0
PFGC,0,0,0,0.3029,0,0,0,0
GOGO,0,0,0,0.02885,0,0,0,0
PRDO,0,0,0,0.02601,0,0,0,0
HTBK,0,0,0,0.02739,0,0,0,0
MBI,0,0,0,0.02728,0,0,0,0
KRYS,0,0,0,0.04137,0,0,0,0
AMRS,0,0,0,0.02966,0,0,0,0
BY,0,0,0,0.02718,0,0,0,0
AMWL,0,0,0,0.02663,0,0,0,0
CPF,0,0,0,0.02733,0,0,0,0
CTBI,0,0,0,0.02673,0,0,0,0
FMBH,0,0,0,0.02611,0,0,0,0
PGC,0,0,0,0.02799,0,0,0,0
NFBK,0,0,0,0.02716,0,0,0,0
CLDT,0,0,0,0.02601,0,0,0,0
ITOS,0,0,0,0.02597,0,0,0,0
PWSC,0,0,0,0.03291,0,0,0,0
FOSL,0,0,0,0.02616,0,0,0,0
DGII,0,0,0,0.02595,0,0,0,0
SHEN,0,0,0,0.03929,0,0,0,0
AMBC,0,0,0,0.02634,0,0,0,0
LBRT,0,0,0,0.03922,0,0,0,0
GRC,0,0,0,0.03124,0,0,0,0
HLIT,0,0,0,0.03155,0,0,0,0
AMPH,0,0,0,0.03645,0,0,0,0
HTLD,0,0,0,0.0255,0,0,0,0
CRK,0,0,0,0.02565,0,0,0,0
KRNY,0,0,0,0.03601,0,0,0,0
POLY,0,0,0,0.04355,0,0,0,0
CCRN,0,0,0,0.02921,0,0,0,0
CCS,0,0,0,0.07032,0,0,0,0
INO,0,0,0,0.025,0,0,0,0
AAN,0,0,0,0.02489,0,0,0,0
ACRE,0,0,0,0.02398,0,0,0,0
CVI,0,0,0,0.0246,0,0,0,0
GSBC,0,0,0,0.0252,0,0,0,0
STRL,0,0,0,0.03064,0,0,0,0
MSBI,0,0,0,0.02482,0,0,0,0
ACBI,0,0,0,0.02387,0,0,0,0
IIIN,0,0,0,0.02707,0,0,0,0
SXC,0,0,0,0.02451,0,0,0,0
GPMT,0,0,0,0.02471,0,0,0,0
AMRK,0,0,0,0.02352,0,0,0,0
ADUS,0,0,0,0.04205,0,0,0,0
LPI,0,0,0,0.03303,0,0,0,0
TRST,0,0,0,0.02368,0,0,0,0
UFCS,0,0,0,0.02324,0,0,0,0
GEVO,0,0,0,0.02388,0,0,0,0
CPLG,0,0,0,0.02387,0,0,0,0
MNRO,0,0,0,0.06094,0,0,0,0
KOP,0,0,0,0.0229,0,0,0,0
BCOR,0,0,0,0.03617,0,0,0,0
HCSG,0,0,0,0.04821,0,0,0,0
BRY,0,0,0,0.02316,0,0,0,0
ROG,0,0,0,0.19098,0,0,0,0
TILE,0,0,0,0.02992,0,0,0,0
CSV,0,0,0,0.02812,0,0,0,0
GNK,0,0,0,0.02331,0,0,0,0
MOV,0,0,0,0.02261,0,0,0,0
ROCC,0,0,0,0.02386,0,0,0,0
MTW,0,0,0,0.02312,0,0,0,0
GLT,0,0,0,0.02347,0,0,0,0
OFIX,0,0,0,0.0223,0,0,0,0
MBWM,0,0,0,0.02324,0,0,0,0
HSTM,0,0,0,0.02289,0,0,0,0
ADV,0,0,0,0.02273,0,0,0,0
XPRO,0,0,0,0.02576,0,0,0,0
CATC,0,0,0,0.02308,0,0,0,0
TITN,0,0,0,0.02218,0,0,0,0
THR,0,0,0,0.02207,0,0,0,0
ANAB,0,0,0,0.02197,0,0,0,0
ASGN,0,0,0,0.20525,0,0,0,0
PCVX,0,0,0,0.03089,0,0,0,0
GOOD,0,0,0,0.02891,0,0,0,0
PGTI,0,0,0,0.04211,0,0,0,0
TDW,0,0,0,0.02163,0,0,0,0
FSP,0,0,0,0.02227,0,0,0,0
GOSS,0,0,0,0.02191,0,0,0,0
AGX,0,0,0,0.02218,0,0,0,0
HLX,0,0,0,0.02176,0,0,0,0
UBA,0,0,0,0.02164,0,0,0,0
OSUR,0,0,0,0.02172,0,0,0,0
MGRC,0,0,0,0.06747,0,0,0,0
CBTX,0,0,0,0.0214,0,0,0,0
AJRD,0,0,0,0.10346,0,0,0,0
DX,0,0,0,0.02125,0,0,0,0
THFF,0,0,0,0.0213,0,0,0,0
BMRC,0,0,0,0.02309,0,0,0,0
RMAX,0,0,0,0.02093,0,0,0,0
ETD,0,0,0,0.0204,0,0,0,0
WSR,0,0,0,0.02014,0,0,0,0
RAD,0,0,0,0.02069,0,0,0,0
CNXN,0,0,0,0.02084,0,0,0,0
SNDX,0,0,0,0.02783,0,0,0,0
IIVI,0,0,0,0.28517,0,0,0,0
URBN,0,0,0,0.06957,0,0,0,0
NWLI,0,0,0,0.02166,0,0,0,0
CLBK,0,0,0,0.03248,0,0,0,0
AMCX,0,0,0,0.04256,0,0,0,0
DHIL,0,0,0,0.02071,0,0,0,0
BV,0,0,0,0.02058,0,0,0,0
FN,0,0,0,0.14165,0,0,0,0
ECVT,0,0,0,0.02035,0,0,0,0
PECO,0,0,0,0.02314,0,0,0,0
RES,0,0,0,0.02038,0,0,0,0
RGP,0,0,0,0.02059,0,0,0,0
SAFM,0,0,0,0.13823,0,0,0,0
CMTL,0,0,0,0.02017,0,0,0,0
BOMN,0,0,0,0.01928,0,0,0,0
FCBC,0,0,0,0.01902,0,0,0,0
FMNB,0,0,0,0.02101,0,0,0,0
ORC,0,0,0,0.01957,0,0,0,0
FLIC,0,0,0,0.02006,0,0,0,0
CNSL,0,0,0,0.01987,0,0,0,0
BFST,0,0,0,0.02026,0,0,0,0
DXPE,0,0,0,0.01957,0,0,0,0
CALX,0,0,0,0.11074,0,0,0,0
IBCP,0,0,0,0.01981,0,0,0,0
FISI,0,0,0,0.01889,0,0,0,0
AROW,0,0,0,0.01857,0,0,0,0
CCF,0,0,0,0.02578,0,0,0,0
TR,0,0,0,0.01885,0,0,0,0
UFPI,0,0,0,0.19141,0,0,0,0
KDNY,0,0,0,0.01874,0,0,0,0
LLNW,0,0,0,0.01877,0,0,0,0
VSEC,0,0,0,0.01919,0,0,0,0
HIFS,0,0,0,0.02057,0,0,0,0
DCO,0,0,0,0.01874,0,0,0,0
AEVA,0,0,0,0.0186,0,0,0,0
TA,0,0,0,0.01923,0,0,0,0
VEC,0,0,0,0.0187,0,0,0,0
HAYN,0,0,0,0.01826,0,0,0,0
DY,0,0,0,0.10205,0,0,0,0
PSB,0,0,0,0.12049,0,0,0,0
KZR,0,0,0,0.01886,0,0,0,0
HSII,0,0,0,0.03287,0,0,0,0
WINA,0,0,0,0.02822,0,0,0,0
EGLE,0,0,0,0.01852,0,0,0,0
CLW,0,0,0,0.01862,0,0,0,0
EBF,0,0,0,0.01812,0,0,0,0
FARO,0,0,0,0.03675,0,0,0,0
BLX,0,0,0,0.01901,0,0,0,0
LILA,0,0,0,0.01837,0,0,0,0
CASS,0,0,0,0.02258,0,0,0,0
GRBK,0,0,0,0.02531,0,0,0,0
REX,0,0,0,0.01837,0,0,0,0
OLP,0,0,0,0.01792,0,0,0,0
TWI,0,0,0,0.02154,0,0,0,0
TPC,0,0,0,0.01842,0,0,0,0
OMI,0,0,0,0.10259,0,0,0,0
INBK,0,0,0,0.01868,0,0,0,0
ARCT,0,0,0,0.01797,0,0,0,0
RNA,0,0,0,0.02119,0,0,0,0
HOV,0,0,0,0.01764,0,0,0,0
WTTR,0,0,0,0.01731,0,0,0,0
FFIN,0,0,0,0.23204,0,0,0,0
HZO,0,0,0,0.03714,0,0,0,0
RGNX,0,0,0,0.03658,0,0,0,0
RBCAA,0,0,0,0.01803,0,0,0,0
AXL,0,0,0,0.03526,0,0,0,0
ALRS,0,0,0,0.01731,0,0,0,0
TVTY,0,0,0,0.04251,0,0,0,0
VIAV,0,0,0,0.1491,0,0,0,0
YELL,0,0,0,0.0183,0,0,0,0
VVNT,0,0,0,0.02372,0,0,0,0
BZH,0,0,0,0.01804,0,0,0,0
IMGN,0,0,0,0.03798,0,0,0,0
HTBI,0,0,0,0.01872,0,0,0,0
UFPT,0,0,0,0.01931,0,0,0,0
MOFG,0,0,0,0.01763,0,0,0,0
BBSI,0,0,0,0.0174,0,0,0,0
EQBK,0,0,0,0.01734,0,0,0,0
MOD,0,0,0,0.01977,0,0,0,0
PTVE,0,0,0,0.01728,0,0,0,0
BFC,0,0,0,0.01804,0,0,0,0
IPI,0,0,0,0.0174,0,0,0,0
CARA,0,0,0,0.01704,0,0,0,0
MBIN,0,0,0,0.01834,0,0,0,0
CSTR,0,0,0,0.0171,0,0,0,0
CCNE,0,0,0,0.01657,0,0,0,0
CHS,0,0,0,0.02171,0,0,0,0
ANIK,0,0,0,0.01664,0,0,0,0
BHB,0,0,0,0.01673,0,0,0,0
IBRX,0,0,0,0.01896,0,0,0,0
AMNB,0,0,0,0.01603,0,0,0,0
ITRI,0,0,0,0.09242,0,0,0,0
ATEX,0,0,0,0.02304,0,0,0,0
RIDE,0,0,0,0.01811,0,0,0,0
BVH,0,0,0,0.01647,0,0,0,0
AVO,0,0,0,0.01861,0,0,0,0
IDEX,0,0,0,0.01709,0,0,0,0
USM,0,0,0,0.01643,0,0,0,0
NGM,0,0,0,0.01824,0,0,0,0
AMK,0,0,0,0.01703,0,0,0,0
CARE,0,0,0,0.01642,0,0,0,0
FBRT,0,0,0,0.01626,0,0,0,0
FCEL,0,0,0,0.0694,0,0,0,0
SMBC,0,0,0,0.01582,0,0,0,0
MCS,0,0,0,0.01607,0,0,0,0
CPSI,0,0,0,0.01591,0,0,0,0
DOUG,0,0,0,0.01841,0,0,0,0
STGW,0,0,0,0.01726,0,0,0,0
BLUE,0,0,0,0.01563,0,0,0,0
HY,0,0,0,0.01562,0,0,0,0
CZNC,0,0,0,0.01489,0,0,0,0
WTBA,0,0,0,0.01834,0,0,0,0
SAFE,0,0,0,0.0475,0,0,0,0
RMR,0,0,0,0.01734,0,0,0,0
RHP,0,0,0,0.1862,0,0,0,0
OSBC,0,0,0,0.01607,0,0,0,0
KE,0,0,0,0.01635,0,0,0,0
LL,0,0,0,0.01552,0,0,0,0
MVBF,0,0,0,0.01498,0,0,0,0
MPB,0,0,0,0.01544,0,0,0,0
FORM,0,0,0,0.12282,0,0,0,0
ANIP,0,0,0,0.01505,0,0,0,0
NPK,0,0,0,0.01626,0,0,0,0
WTI,0,0,0,0.01473,0,0,0,0
MYRG,0,0,0,0.05899,0,0,0,0
LEU,0,0,0,0.01502,0,0,0,0
OPY,0,0,0,0.01569,0,0,0,0
EBTC,0,0,0,0.01357,0,0,0,0
CFB,0,0,0,0.02915,0,0,0,0
WSBF,0,0,0,0.01646,0,0,0,0
ARQT,0,0,0,0.01672,0,0,0,0
ALTO,0,0,0,0.01519,0,0,0,0
BSRR,0,0,0,0.01457,0,0,0,0
MGTX,0,0,0,0.01585,0,0,0,0
PRAX,0,0,0,0.01552,0,0,0,0
VPG,0,0,0,0.01492,0,0,0,0
DJCO,0,0,0,0.01552,0,0,0,0
WW,0,0,0,0.021,0,0,0,0
APR,0,0,0,0.02678,0,0,0,0
LANC,0,0,0,0.11596,0,0,0,0
VIEW,0,0,0,0.01439,0,0,0,0
ICHR,0,0,0,0.04042,0,0,0,0
RXRX,0,0,0,0.04442,0,0,0,0
ATNI,0,0,0,0.01457,0,0,0,0
CIVB,0,0,0,0.01338,0,0,0,0
BLFY,0,0,0,0.01621,0,0,0,0
CCBG,0,0,0,0.01452,0,0,0,0
STXB,0,0,0,0.01475,0,0,0,0
CONN,0,0,0,0.01478,0,0,0,0
SPXC,0,0,0,0.08554,0,0,0,0
WOW,0,0,0,0.03692,0,0,0,0
ALLO,0,0,0,0.02389,0,0,0,0
TALO,0,0,0,0.01709,0,0,0,0
UEIC,0,0,0,0.0146,0,0,0,0
MCBS,0,0,0,0.01882,0,0,0,0
CHCT,0,0,0,0.04002,0,0,0,0
SMBK,0,0,0,0.01395,0,0,0,0
FRPH,0,0,0,0.01435,0,0,0,0
FMTX,0,0,0,0.01354,0,0,0,0
OAS,0,0,0,0.09433,0,0,0,0
HYLN,0,0,0,0.01746,0,0,0,0
FRST,0,0,0,0.01381,0,0,0,0
LAND,0,0,0,0.03367,0,0,0,0
ASAN,0,0.11464,0,0.16951,0,0,0,0
EVC,0,0,0,0.01418,0,0,0,0
TACO,0,0,0,0.01422,0,0,0,0
ARTNA,0,0,0,0.01444,0,0,0,0
NESR,0,0,0,0.01354,0,0,0,0
HCI,0,0,0,0.01405,0,0,0,0
SRI,0,0,0,0.01562,0,0,0,0
PRVB,0,0,0,0.01364,0,0,0,0
RYTM,0,0,0,0.01341,0,0,0,0
OPRT,0,0,0,0.01391,0,0,0,0
RUSHB,0,0,0,0.01178,0,0,0,0
CDE,0,0,0,0.04106,0,0,0,0
TRC,0,0,0,0.01294,0,0,0,0
PFIS,0,0,0,0.01317,0,0,0,0
KBAL,0,0,0,0.01331,0,0,0,0
AVIR,0,0,0,0.01439,0,0,0,0
CATO,0,0,0,0.01388,0,0,0,0
CTO,0,0,0,0.01308,0,0,0,0
FREE,0,0,0,0.01303,0,0,0,0
FDMT,0,0,0,0.01437,0,0,0,0
STRO,0,0,0,0.01377,0,0,0,0
UVE,0,0,0,0.01388,0,0,0,0
BGFV,0,0,0,0.01321,0,0,0,0
WKHS,0,0,0,0.01422,0,0,0,0
IDYA,0,0,0,0.01682,0,0,0,0
RBB,0,0,0,0.01449,0,0,0,0
BHR,0,0,0,0.01214,0,0,0,0
CGEM,0,0,0,0.01387,0,0,0,0
FNLC,0,0,0,0.01209,0,0,0,0
APEI,0,0,0,0.01313,0,0,0,0
CHUY,0,0,0,0.0238,0,0,0,0
ATRO,0,0,0,0.01291,0,0,0,0
SRG,0,0,0,0.01277,0,0,0,0
TRUE,0,0,0,0.01264,0,0,0,0
GOEV,0,0,0,0.02294,0,0,0,0
OIS,0,0,0,0.01279,0,0,0,0
CNK,0,0,0,0.07139,0,0,0,0
CPE,0,0,0,0.09234,0,0,0,0
BRBR,0,0,0,0.03629,0,0,0,0
MYE,0,0,0,0.02374,0,0,0,0
REVG,0,0,0,0.01483,0,0,0,0
RYAM,0,0,0,0.01255,0,0,0,0
RLI,0,0,0,0.14997,0,0,0,0
FPI,0,0,0,0.01232,0,0,0,0
HT,0,0,0,0.01212,0,0,0,0
TSVT,0,0,0,0.01251,0,0,0,0
SEER,0,0,0,0.02001,0,0,0,0
MMSI,0,0,0,0.10958,0,0,0,0
AVD,0,0,0,0.01638,0,0,0,0
SMMF,0,0,0,0.01179,0,0,0,0
PSNL,0,0,0,0.01361,0,0,0,0
GERN,0,0,0,0.01185,0,0,0,0
GEFB,0,0,0,0.01299,0,0,0,0
LPG,0,0,0,0.01456,0,0,0,0
NR,0,0,0,0.0123,0,0,0,0
TIL,0,0,0,0.0221,0,0,0,0
SPFI,0,0,0,0.01181,0,0,0,0
HBCP,0,0,0,0.01167,0,0,0,0
LNDC,0,0,0,0.01128,0,0,0,0
SCU,0,0,0,0.01164,0,0,0,0
INSG,0,0,0,0.01469,0,0,0,0
TIPT,0,0,0,0.01143,0,0,0,0
MLR,0,0,0,0.01239,0,0,0,0
SFST,0,0,0,0.01657,0,0,0,0
EZPW,0,0,0,0.01191,0,0,0,0
SENEA,0,0,0,0.01262,0,0,0,0
GNTY,0,0,0,0.01079,0,0,0,0
CLSK,0,0,0,0.01141,0,0,0,0
TLYS,0,0,0,0.01216,0,0,0,0
CWST,0,0,0,0.13901,0,0,0,0
ATHA,0,0,0,0.01137,0,0,0,0
AXTI,0,0,0,0.01103,0,0,0,0
FOE,0,0,0,0.06789,0,0,0,0
BRBS,0,0,0,0.01157,0,0,0,0
MPAA,0,0,0,0.01135,0,0,0,0
BWB,0,0,0,0.01435,0,0,0,0
LTH,0,0,0,0.02385,0,0,0,0
EGRX,0,0,0,0.02043,0,0,0,0
CLDX,0,0,0,0.05152,0,0,0,0
OCN,0,0,0,0.01184,0,0,0,0
CENT,0,0,0,0.01741,0,0,0,0
ACET,0,0,0,0.01077,0,0,0,0
BW,0,0,0,0.01575,0,0,0,0
RLGT,0,0,0,0.01051,0,0,0,0
FULC,0,0,0,0.01023,0,0,0,0
BBIO,0,0,0,0.03221,0,0,0,0
HWKN,0,0,0,0.03178,0,0,0,0
MXCT,0,0,0,0.02347,0,0,0,0
BRT,0,0,0,0.00999,0,0,0,0
PRTA,0,0,0,0.04551,0,0,0,0
ALT,0,0,0,0.01066,0,0,0,0
AVNW,0,0,0,0.00876,0,0,0,0
UIS,0,0,0,0.05049,0,0,0,0
CVLG,0,0,0,0.01099,0,0,0,0
CSTE,0,0,0,0.01076,0,0,0,0
UTMD,0,0,0,0.01156,0,0,0,0
KRO,0,0,0,0.0121,0,0,0,0
ORRF,0,0,0,0.01017,0,0,0,0
PVBC,0,0,0,0.01007,0,0,0,0
NAT,0,0,0,0.00915,0,0,0,0
AMTX,0,0,0,0.01101,0,0,0,0
UFI,0,0,0,0.00997,0,0,0,0
TCS,0,0,0,0.01045,0,0,0,0
OSW,0,0,0,0.02069,0,0,0,0
HCCI,0,0,0,0.01659,0,0,0,0
TNK,0,0,0,0.00994,0,0,0,0
HVT,0,0,0,0.01684,0,0,0,0
NWPX,0,0,0,0.01107,0,0,0,0
SB,0,0,0,0.01029,0,0,0,0
NRIM,0,0,0,0.00991,0,0,0,0
FRBK,0,0,0,0.00876,0,0,0,0
RCKY,0,0,0,0.01022,0,0,0,0
DM,0,0,0,0.02791,0,0,0,0
PLXS,0,0,0,0.08557,0,0,0,0
SPWR,0,0,0,0.04732,0,0,0,0
FLYW,0,0,0,0.0616,0,0,0,0
LXFR,0,0,0,0.01685,0,0,0,0
LE,0,0,0,0.00959,0,0,0,0
LOCO,0,0,0,0.0099,0,0,0,0
PCSB,0,0,0,0.00952,0,0,0,0
BPMC,0,0,0,0.14613,0,0,0,0
PKE,0,0,0,0.00992,0,0,0,0
RM,0,0,0,0.01564,0,0,0,0
EHTH,0,0,0,0.01375,0,0,0,0
MCBC,0,0,0,0.00946,0,0,0,0
AJX,0,0,0,0.01046,0,0,0,0
BNED,0,0,0,0.0092,0,0,0,0
AUD,0,0,0,0.00936,0,0,0,0
GNUS,0,0,0,0.00952,0,0,0,0
MTOR,0,0,0,0.06272,0,0,0,0
ZY,0,0,0,0.01235,0,0,0,0
PJT,0,0,0,0.05789,0,0,0,0
FLDM,0,0,0,0.01035,0,0,0,0
FRBA,0,0,0,0.00876,0,0,0,0
RBBN,0,0,0,0.00918,0,0,0,0
ESTE,0,0,0,0.0109,0,0,0,0
DYN,0,0,0,0.00916,0,0,0,0
AFCG,0,0,0,0.00752,0,0,0,0
CPS,0,0,0,0.00919,0,0,0,0
AMAL,0,0,0,0.00935,0,0,0,0
RRBI,0,0,0,0.00901,0,0,0,0
FSBW,0,0,0,0.00904,0,0,0,0
CBAY,0,0,0,0.00856,0,0,0,0
DENN,0,0,0,0.03761,0,0,0,0
IMUX,0,0,0,0.00879,0,0,0,0
CTOS,0,0,0,0.01369,0,0,0,0
AOUT,0,0,0,0.0093,0,0,0,0
NEOG,0,0,0,0.14239,0,0,0,0
FTSI,0,0,0,0.00888,0,0,0,0
JNCE,0,0,0,0.00923,0,0,0,0
VKTX,0,0,0,0.00866,0,0,0,0
HOFT,0,0,0,0.00934,0,0,0,0
ZEUS,0,0,0,0.00902,0,0,0,0
JBSS,0,0,0,0.02671,0,0,0,0
KRON,0,0,0,0.01008,0,0,0,0
FOR,0,0,0,0.01217,0,0,0,0
PTSI,0,0,0,0.01029,0,0,0,0
HFFG,0,0,0,0.00784,0,0,0,0
USLM,0,0,0,0.00948,0,0,0,0
ORIC,0,0,0,0.00987,0,0,0,0
ENV,0,0,0,0.13052,0,0,0,0
INST,0,0,0,0.01016,0,0,0,0
NAPA,0,0,0,0.02622,0,0,0,0
GAN,0,0,0,0.00951,0,0,0,0
LEGH,0,0,0,0.00837,0,0,0,0
GRTS,0,0,0,0.0081,0,0,0,0
DGICA,0,0,0,0.00796,0,0,0,0
CIA,0,0,0,0.00856,0,0,0,0
HBT,0,0,0,0.00679,0,0,0,0
FF,0,0,0,0.00746,0,0,0,0
ABUS,0,0,0,0.00916,0,0,0,0
YORW,0,0,0,0.02132,0,0,0,0
KNTE,0,0,0,0.00869,0,0,0,0
EAF,0,0,0,0.07128,0,0,0,0
TK,0,0,0,0.00809,0,0,0,0
AMSC,0,0,0,0.00798,0,0,0,0
ITIC,0,0,0,0.00957,0,0,0,0
PSTL,0,0,0,0.00796,0,0,0,0
CYTK,0,0,0,0.10437,0,0,0,0
FDBC,0,0,0,0.00795,0,0,0,0
COHU,0,0,0,0.05751,0,0,0,0
LBC,0,0,0,0.008,0,0,0,0
POWL,0,0,0,0.00806,0,0,0,0
FSBC,0,0,0,0.01218,0,0,0,0
VRA,0,0,0,0.00805,0,0,0,0
AOSL,0,0,0,0.04238,0,0,0,0
CBNK,0,0,0,0.00812,0,0,0,0
VLGEA,0,0,0,0.00713,0,0,0,0
NATR,0,0,0,0.00829,0,0,0,0
BBCP,0,0,0,0.00715,0,0,0,0
GLRE,0,0,0,0.0073,0,0,0,0
ALTG,0,0,0,0.00926,0,0,0,0
STER,0,0,0,0.01161,0,0,0,0
ACTG,0,0,0,0.0073,0,0,0,0
ANNX,0,0,0,0.00724,0,0,0,0
IDT,0,0,0,0.02865,0,0,0,0
SOVO,0,0,0,0.0128,0,0,0,0
IKNA,0,0,0,0.00728,0,0,0,0
CTXR,0,0,0,0.00708,0,0,0,0
EYPT,0,0,0,0.00725,0,0,0,0
SOI,0,0,0,0.00995,0,0,0,0
ALTM,0,0,0,0.0081,0,0,0,0
DDD,0,0,0,0.08261,0,0,0,0
WETF,0,0,0,0.02831,0,0,0,0
SCOR,0,0,0,0.00694,0,0,0,0
SPNE,0,0,0,0.01376,0,0,0,0
MCRI,0,0,0,0.03684,0,0,0,0
RXT,0,0,0,0.0245,0,0,0,0
SMSI,0,0,0,0.00694,0,0,0,0
YELP,0,0,0,0.09512,0,0,0,0
VOXX,0,0,0,0.00714,0,0,0,0
VATE,0,0,0,0.00688,0,0,0,0
LCTX,0,0,0,0.00692,0,0,0,0
MTRX,0,0,0,0.00678,0,0,0,0
NODK,0,0,0,0.00593,0,0,0,0
AKBA,0,0,0,0.0119,0,0,0,0
EWCZ,0,0,0,0.01126,0,0,0,0
FRGI,0,0,0,0.00658,0,0,0,0
SGC,0,0,0,0.00874,0,0,0,0
MHLD,0,0,0,0.00698,0,0,0,0
PTLO,0,0,0,0.02081,0,0,0,0
DAKT,0,0,0,0.00648,0,0,0,0
CECE,0,0,0,0.00654,0,0,0,0
CYH,0,0,0,0.05041,0,0,0,0
LMNR,0,0,0,0.00846,0,0,0,0
FHTX,0,0,0,0.00778,0,0,0,0
RCII,0,0,0,0.09854,0,0,0,0
MGPI,0,0,0,0.04156,0,0,0,0
ALG,0,0,0,0.05094,0,0,0,0
VERV,0,0,0,0.01593,0,0,0,0
IAS,0,0,0,0.01188,0,0,0,0
KNSA,0,0,0,0.01179,0,0,0,0
AHT,0,0,0,0.00614,0,0,0,0
NCMI,0,0,0,0.00719,0,0,0,0
BLBD,0,0,0,0.0124,0,0,0,0
JOUT,0,0,0,0.01584,0,0,0,0
PLPC,0,0,0,0.00664,0,0,0,0
ODC,0,0,0,0.00638,0,0,0,0
LCUT,0,0,0,0.00643,0,0,0,0
MDXG,0,0,0,0.02,0,0,0,0
CVGI,0,0,0,0.00966,0,0,0,0
SELB,0,0,0,0.0067,0,0,0,0
VOR,0,0,0,0.00664,0,0,0,0
COGT,0,0,0,0.00853,0,0,0,0
LFST,0,0,0,0.01634,0,0,0,0
FSR,0,0,0,0.07178,0,0,0,0
RLAY,0,0,0,0.05577,0,0,0,0
IEA,0,0,0,0.01031,0,0,0,0
MESA,0,0,0,0.0067,0,0,0,0
FIXX,0,0,0,0.00613,0,0,0,0
DSGN,0,0,0,0.01324,0,0,0,0
GTHX,0,0,0,0.01426,0,0,0,0
TBK,0,0,0,0.08405,0,0,0,0
NGVC,0,0,0,0.00664,0,0,0,0
QMCO,0,0,0,0.00609,0,0,0,0
DZSI,0,0,0,0.00997,0,0,0,0
RYI,0,0,0,0.0153,0,0,0,0
FLXS,0,0,0,0.00583,0,0,0,0
ECOM,0,0,0,0.01871,0,0,0,0
BSET,0,0,0,0.00602,0,0,0,0
CCB,0,0,0,0.01825,0,0,0,0
PBFS,0,0,0,0.00481,0,0,0,0
OOMA,0,0,0,0.0137,0,0,0,0
HRT,0,0,0,0.00876,0,0,0,0
DOCN,0,0,0,0.09913,0,0,0,0
HMHC,0,0,0,0.08679,0,0,0,0
UDMY,0,0,0,0.00688,0,0,0,0
ASLE,0,0,0,0.00533,0,0,0,0
LAW,0,0,0,0.01011,0,0,0,0
HRTG,0,0,0,0.00571,0,0,0,0
CRDA,0,0,0,0.00477,0,0,0,0
PKOH,0,0,0,0.00527,0,0,0,0
ARIS,0,0,0,0.00791,0,0,0,0
CRMD,0,0,0,0.00578,0,0,0,0
SCWX,0,0,0,0.00549,0,0,0,0
REPL,0,0,0,0.018,0,0,0,0
EGAN,0,0,0,0.00927,0,0,0,0
SNPO,0,0,0,0.01002,0,0,0,0
XBIT,0,0,0,0.00565,0,0,0,0
GTYH,0,0,0,0.00519,0,0,0,0
AMSWA,0,0,0,0.02428,0,0,0,0
COOK,0,0,0,0.00785,0,0,0,0
IRBT,0,0,0,0.05939,0,0,0,0
LNN,0,0,0,0.05374,0,0,0,0
UUUU,0,0,0,0.03596,0,0,0,0
PARR,0,0,0,0.02605,0,0,0,0
ONTF,0,0,0,0.01519,0,0,0,0
UMH,0,0,0,0.03627,0,0,0,0
ATOS,0,0,0,0.00558,0,0,0,0
NKTX,0,0,0,0.00504,0,0,0,0
HNST,0,0,0,0.01715,0,0,0,0
LOTZ,0,0,0,0.00521,0,0,0,0
MG,0,0,0,0.00505,0,0,0,0
ATEN,0,0,0,0.02921,0,0,0,0
AOMR,0,0,0,0.0059,0,0,0,0
EIGR,0,0,0,0.00524,0,0,0,0
PASG,0,0,0,0.0048,0,0,0,0
HIBB,0,0,0,0.02745,0,0,0,0
LAZY,0,0,0,0.00486,0,0,0,0
AKUS,0,0,0,0.00489,0,0,0,0
KVHI,0,0,0,0.00441,0,0,0,0
EMKR,0,0,0,0.00558,0,0,0,0
ATCX,0,0,0,0.00571,0,0,0,0
NNBR,0,0,0,0.00494,0,0,0,0
MILE,0,0,0,0.00478,0,0,0,0
CRNX,0,0,0,0.03328,0,0,0,0
ALBO,0,0,0,0.02054,0,0,0,0
CMRX,0,0,0,0.01557,0,0,0,0
SQZ,0,0,0,0.00472,0,0,0,0
FXLV,0,0,0,0.01196,0,0,0,0
CTT,0,0,0,0.01484,0,0,0,0
WEBR,0,0,0,0.00665,0,0,0,0
NUVB,0,0,0,0.0295,0,0,0,0
ADVM,0,0,0,0.00442,0,0,0,0
NSTG,0,0,0,0.05412,0,0,0,0
